id,user_id,tag,title,body,upvotes,downvotes,created_at,answers_count,is_answered
67115768,7442677,postgresql,Get tables name with the same query in Postgres-MySql-SQLite,"<p>i'm working on a school project and i'm building a little server in NodeJS for our project, one of my tasks is to find a way to get the tables name of all &quot;user&quot;tables in the selected Database.
Since i need to connect to different SQL databases, MySQL - PostgreSQL - SQLite, i was looking to get the same result by exectuing the same query, i'll explain my self.
I've start working on MySQL and i've &quot;found&quot; this query:</p>
<pre><code>`SELECT table_name FROM information_schema.tables WHERE table_schema ='${config.DB_Name}'`
</code></pre>
<p>And it correctly return all the table name from the selected database. After that i moved to work with PostgreSQL and that query (succesfully run) returns 0 result.
So i've start looking for another query that can return the same result in Postgres, and i found this:</p>
<pre><code>    SELECT table_name
  FROM information_schema.tables
 WHERE table_schema='public'
   AND table_type='BASE TABLE';
</code></pre>
<p>I was wondering, is there any Query which, run on MySQL-PostgreSQL-SQLite, give me the same kind of result?</p>
",,,2021-04-15T20:40:53+00:00,1,False
67115768,7442677,sqlite,Get tables name with the same query in Postgres-MySql-SQLite,"<p>i'm working on a school project and i'm building a little server in NodeJS for our project, one of my tasks is to find a way to get the tables name of all &quot;user&quot;tables in the selected Database.
Since i need to connect to different SQL databases, MySQL - PostgreSQL - SQLite, i was looking to get the same result by exectuing the same query, i'll explain my self.
I've start working on MySQL and i've &quot;found&quot; this query:</p>
<pre><code>`SELECT table_name FROM information_schema.tables WHERE table_schema ='${config.DB_Name}'`
</code></pre>
<p>And it correctly return all the table name from the selected database. After that i moved to work with PostgreSQL and that query (succesfully run) returns 0 result.
So i've start looking for another query that can return the same result in Postgres, and i found this:</p>
<pre><code>    SELECT table_name
  FROM information_schema.tables
 WHERE table_schema='public'
   AND table_type='BASE TABLE';
</code></pre>
<p>I was wondering, is there any Query which, run on MySQL-PostgreSQL-SQLite, give me the same kind of result?</p>
",,,2021-04-15T20:40:53+00:00,1,False
65245317,13835451,mysql,"In SQL, is it true that the shorter the query, the faster it run","<p>I'm very curious to know because when I run these two query in MySQL the shorter run faster</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>and</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT OUTER JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>In addition, I want to ask if the same thing happen in the other RDBMS such as Posrgres, MS SQL Server, Oracle and SQLite?</p>
",,,2020-12-11T03:15:27+00:00,3,False
65245317,13835451,sql,"In SQL, is it true that the shorter the query, the faster it run","<p>I'm very curious to know because when I run these two query in MySQL the shorter run faster</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>and</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT OUTER JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>In addition, I want to ask if the same thing happen in the other RDBMS such as Posrgres, MS SQL Server, Oracle and SQLite?</p>
",,,2020-12-11T03:15:27+00:00,3,False
65245317,13835451,postgresql,"In SQL, is it true that the shorter the query, the faster it run","<p>I'm very curious to know because when I run these two query in MySQL the shorter run faster</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>and</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT OUTER JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>In addition, I want to ask if the same thing happen in the other RDBMS such as Posrgres, MS SQL Server, Oracle and SQLite?</p>
",,,2020-12-11T03:15:27+00:00,3,False
65245317,13835451,sqlite,"In SQL, is it true that the shorter the query, the faster it run","<p>I'm very curious to know because when I run these two query in MySQL the shorter run faster</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>and</p>
<pre><code>SELECT FirstName, LastName, City, State 
FROM Person
LEFT OUTER JOIN Address ON Person.PersonId = Address.PersonId;
</code></pre>
<p>In addition, I want to ask if the same thing happen in the other RDBMS such as Posrgres, MS SQL Server, Oracle and SQLite?</p>
",,,2020-12-11T03:15:27+00:00,3,False
60842505,10699888,mysql,&quot;Intermediate Consistency&quot; transaction fail,"<p>Hi all PostgreSQL / MySQL / SQLite experts and thanks in advance for your thoughts.</p>

<p>Consider the following script:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 + 1;
</code></pre>

<p>Executing it in either PostgreSQL, MySQL, or SQLite results in a primary key violation error.</p>

<p>However, the following code succeeds:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 - 1;
</code></pre>

<p>Oracle and SQL Server behave as expected, and the same (equivalent for Oracle) scripts succeed and commit with no errors as they should IMHO.</p>

<p>It seems that the success or failure of the transaction for PostgreSQL, MySQL, and SQLite depend on some physical update order, and constraints are checked per row, before the update completes.
This violates the fundamental ""All at once"" principle as I understand it.</p>

<p>This doesn't make any sense to me. What am I missing?</p>

<p>Stay safe and healthy!</p>
",,,2020-03-25T03:13:29+00:00,2,True
60842505,10699888,sql,&quot;Intermediate Consistency&quot; transaction fail,"<p>Hi all PostgreSQL / MySQL / SQLite experts and thanks in advance for your thoughts.</p>

<p>Consider the following script:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 + 1;
</code></pre>

<p>Executing it in either PostgreSQL, MySQL, or SQLite results in a primary key violation error.</p>

<p>However, the following code succeeds:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 - 1;
</code></pre>

<p>Oracle and SQL Server behave as expected, and the same (equivalent for Oracle) scripts succeed and commit with no errors as they should IMHO.</p>

<p>It seems that the success or failure of the transaction for PostgreSQL, MySQL, and SQLite depend on some physical update order, and constraints are checked per row, before the update completes.
This violates the fundamental ""All at once"" principle as I understand it.</p>

<p>This doesn't make any sense to me. What am I missing?</p>

<p>Stay safe and healthy!</p>
",,,2020-03-25T03:13:29+00:00,2,True
60842505,10699888,postgresql,&quot;Intermediate Consistency&quot; transaction fail,"<p>Hi all PostgreSQL / MySQL / SQLite experts and thanks in advance for your thoughts.</p>

<p>Consider the following script:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 + 1;
</code></pre>

<p>Executing it in either PostgreSQL, MySQL, or SQLite results in a primary key violation error.</p>

<p>However, the following code succeeds:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 - 1;
</code></pre>

<p>Oracle and SQL Server behave as expected, and the same (equivalent for Oracle) scripts succeed and commit with no errors as they should IMHO.</p>

<p>It seems that the success or failure of the transaction for PostgreSQL, MySQL, and SQLite depend on some physical update order, and constraints are checked per row, before the update completes.
This violates the fundamental ""All at once"" principle as I understand it.</p>

<p>This doesn't make any sense to me. What am I missing?</p>

<p>Stay safe and healthy!</p>
",,,2020-03-25T03:13:29+00:00,2,True
60842505,10699888,sqlite,&quot;Intermediate Consistency&quot; transaction fail,"<p>Hi all PostgreSQL / MySQL / SQLite experts and thanks in advance for your thoughts.</p>

<p>Consider the following script:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 + 1;
</code></pre>

<p>Executing it in either PostgreSQL, MySQL, or SQLite results in a primary key violation error.</p>

<p>However, the following code succeeds:</p>

<pre><code>CREATE TABLE T (Col1 INT PRIMARY KEY);

INSERT INTO T VALUES (1), (2);

UPDATE T SET Col1 = Col1 - 1;
</code></pre>

<p>Oracle and SQL Server behave as expected, and the same (equivalent for Oracle) scripts succeed and commit with no errors as they should IMHO.</p>

<p>It seems that the success or failure of the transaction for PostgreSQL, MySQL, and SQLite depend on some physical update order, and constraints are checked per row, before the update completes.
This violates the fundamental ""All at once"" principle as I understand it.</p>

<p>This doesn't make any sense to me. What am I missing?</p>

<p>Stay safe and healthy!</p>
",,,2020-03-25T03:13:29+00:00,2,True
60797380,8847168,mysql,"If 9/10 columns match, return the row. How to do that?","<p>I am trying to figure out how to make a query that would return rows when most columns match the query.
The query should ideally be PostgreSQL compatible. (If it was basic enough so I could test it locally in SQLite that would be completely awesome! But it doesn't have to.)</p>

<p>I found a similar thread here but the query was compatible only with Oracle's DB.</p>

<p>Any ideas on how that could be achieved most effectively? </p>

<p>EXAMPLE TABLE:</p>

<pre><code>col1|col2|col3
  A |  B |  B 
  Y |  Y |  Y 
  X |  B |  X 
  Y |  B |  B 
</code></pre>

<p>The query would look for columns where col1 = A and col2 = B and col3 = B.</p>

<p>The output I am trying to get:</p>

<pre><code>col1|col2|col3
  A |  B |  B 
  Y |  B |  B 
</code></pre>

<p>Create table schema for SQLite</p>

<pre><code>CREATE TABLE ""t"" (
    ""col1""  TEXT,
    ""col2""  TEXT,
    ""col3""  TEXT
);
</code></pre>

<p>Sample data:</p>

<pre><code>INSERT INTO 't' (col1, col2, col3)
VALUES ('A', 'B', 'B'),
('Y', 'B', 'B'),
('X', 'B', 'X'),
('A', 'B', 'X'),
('Y', 'Y', 'Y')
</code></pre>
",,,2020-03-22T08:45:16+00:00,2,True
60797380,8847168,sql,"If 9/10 columns match, return the row. How to do that?","<p>I am trying to figure out how to make a query that would return rows when most columns match the query.
The query should ideally be PostgreSQL compatible. (If it was basic enough so I could test it locally in SQLite that would be completely awesome! But it doesn't have to.)</p>

<p>I found a similar thread here but the query was compatible only with Oracle's DB.</p>

<p>Any ideas on how that could be achieved most effectively? </p>

<p>EXAMPLE TABLE:</p>

<pre><code>col1|col2|col3
  A |  B |  B 
  Y |  Y |  Y 
  X |  B |  X 
  Y |  B |  B 
</code></pre>

<p>The query would look for columns where col1 = A and col2 = B and col3 = B.</p>

<p>The output I am trying to get:</p>

<pre><code>col1|col2|col3
  A |  B |  B 
  Y |  B |  B 
</code></pre>

<p>Create table schema for SQLite</p>

<pre><code>CREATE TABLE ""t"" (
    ""col1""  TEXT,
    ""col2""  TEXT,
    ""col3""  TEXT
);
</code></pre>

<p>Sample data:</p>

<pre><code>INSERT INTO 't' (col1, col2, col3)
VALUES ('A', 'B', 'B'),
('Y', 'B', 'B'),
('X', 'B', 'X'),
('A', 'B', 'X'),
('Y', 'Y', 'Y')
</code></pre>
",,,2020-03-22T08:45:16+00:00,2,True
60797380,8847168,postgresql,"If 9/10 columns match, return the row. How to do that?","<p>I am trying to figure out how to make a query that would return rows when most columns match the query.
The query should ideally be PostgreSQL compatible. (If it was basic enough so I could test it locally in SQLite that would be completely awesome! But it doesn't have to.)</p>

<p>I found a similar thread here but the query was compatible only with Oracle's DB.</p>

<p>Any ideas on how that could be achieved most effectively? </p>

<p>EXAMPLE TABLE:</p>

<pre><code>col1|col2|col3
  A |  B |  B 
  Y |  Y |  Y 
  X |  B |  X 
  Y |  B |  B 
</code></pre>

<p>The query would look for columns where col1 = A and col2 = B and col3 = B.</p>

<p>The output I am trying to get:</p>

<pre><code>col1|col2|col3
  A |  B |  B 
  Y |  B |  B 
</code></pre>

<p>Create table schema for SQLite</p>

<pre><code>CREATE TABLE ""t"" (
    ""col1""  TEXT,
    ""col2""  TEXT,
    ""col3""  TEXT
);
</code></pre>

<p>Sample data:</p>

<pre><code>INSERT INTO 't' (col1, col2, col3)
VALUES ('A', 'B', 'B'),
('Y', 'B', 'B'),
('X', 'B', 'X'),
('A', 'B', 'X'),
('Y', 'Y', 'Y')
</code></pre>
",,,2020-03-22T08:45:16+00:00,2,True
